,tamanho,ano,garagem,predicted
872,85.0,1953,2,121637.97
873,118.0,1949,1,122393.695
874,105.0,1941,1,117844.21
875,242.0,2007,2,291123.28
876,97.0,1963,2,139597.0
877,207.0,2004,3,320464.38
878,107.0,1961,2,147030.75
879,80.0,1978,1,120471.55
880,101.0,2005,2,155640.16
881,160.0,1990,2,206996.28
882,148.0,1992,2,201140.34
883,207.0,1912,1,149612.22
884,83.0,1967,1,121669.125
885,159.0,1999,2,211378.1
886,159.0,1959,2,177069.94
887,129.0,1955,1,135184.88
888,206.0,1970,2,229630.2
889,140.0,1953,2,175596.6
890,86.0,1949,2,112852.555
891,156.0,1978,2,182651.5
892,99.0,1963,1,133438.39
893,128.0,1954,1,135184.88
894,143.0,1979,2,179357.69
895,167.0,1963,2,183818.58
896,88.0,1936,1,111984.43
897,208.0,1979,2,192394.0
898,220.0,2009,3,460667.9
899,115.0,1961,1,137038.7
900,80.0,1971,1,110927.984
901,121.0,1957,1,136196.69
902,140.0,2003,2,201821.7
903,155.0,2006,3,254986.39
904,84.0,1967,1,121669.125
905,99.0,1954,1,131808.53
906,152.0,2006,3,250556.23
907,191.0,1936,1,193098.6
908,84.0,1983,2,135844.88
909,138.0,2005,2,194198.39
910,211.0,1960,2,189610.25
911,118.0,1977,1,134932.19
912,94.0,1925,1,109608.805
913,186.0,1949,3,165059.58
914,114.0,2009,2,184377.52
915,101.0,1970,1,122697.26
916,45.0,1949,1,93203.94
917,114.0,1956,1,135408.84
918,198.0,1991,3,276171.47
919,131.0,1958,2,154295.27
920,160.0,1994,2,206996.28
921,204.0,1900,0,142472.81
922,122.0,2005,2,182280.83
923,150.0,1993,2,201140.34
924,157.0,1980,2,198443.52
925,105.0,1977,2,156246.86
926,221.0,2003,3,321835.75
927,184.0,1968,2,186126.56
928,166.0,2001,2,217446.34
929,208.0,1997,2,246391.64
930,136.0,2007,3,238989.06
931,86.0,1965,1,121669.125
932,177.0,2006,3,301127.0
933,139.0,2004,2,201821.7
934,192.0,1960,2,201392.66
935,69.0,1926,2,93499.04
936,111.0,2003,2,164905.61
937,183.0,2005,2,230534.27
938,182.0,2006,3,276373.8
939,223.0,1940,1,201061.02
940,161.0,1976,2,180490.45
941,191.0,1999,2,239344.06
942,134.0,1977,0,148213.66
943,152.0,1967,2,178455.81
944,125.0,1958,2,152604.14
945,174.0,1890,2,141066.19
946,106.0,1959,1,137038.7
947,151.0,2002,3,245234.84
948,165.0,2002,2,217446.34
949,128.0,1972,2,155584.06
950,80.0,1950,2,106065.766
951,90.0,1965,1,121669.125
952,71.0,1972,1,106316.24
953,183.0,1969,2,189404.58
954,91.0,1975,0,123785.22
955,182.0,1946,2,171853.42
956,114.0,1980,2,154900.9
957,98.0,1962,2,141496.92
958,124.0,2003,2,180214.9
959,132.0,1999,2,189538.98
960,80.0,1958,0,105400.64
961,267.0,1977,2,276567.94
962,144.0,1976,2,179067.62
963,167.0,2007,2,249429.4
964,176.0,2002,2,220482.84
965,138.0,2005,2,194198.39
966,122.0,1940,1,123428.18
967,102.0,1955,1,135408.84
968,90.0,1910,0,79448.61
969,102.0,1958,1,135408.84
970,111.0,1949,0,102534.695
971,151.0,2003,2,208115.62
972,85.0,1979,1,119125.59
973,133.0,2007,2,217630.92
974,188.0,1910,2,164823.81
975,128.0,2000,2,174133.38
976,81.0,1923,0,90150.63
977,115.0,2006,2,182501.9
978,83.0,1954,2,121637.97
979,104.0,1963,2,147030.75
980,93.0,1961,2,139597.0
981,243.0,1998,3,305827.8
982,118.0,2007,2,195093.06
983,213.0,2002,2,259811.56
984,161.0,1977,2,182651.5
985,108.0,1950,1,124308.79
986,152.0,1910,1,129870.195
987,180.0,2009,3,360801.47
988,189.0,1976,2,240632.83
989,146.0,2006,2,224075.78
990,222.0,1997,3,305827.8
991,162.0,1882,2,152600.55
992,172.0,1964,2,186595.88
993,139.0,2005,2,203887.62
994,160.0,2006,3,276683.9
995,114.0,1946,1,117844.21
996,98.0,1961,1,133438.39
997,134.0,1970,2,165531.81
998,100.0,1922,1,109613.91
999,112.0,2006,2,182501.9
1000,88.0,1952,2,121637.97
1001,64.0,1920,1,85268.36
1002,146.0,2006,3,234526.92
1003,156.0,1976,2,180490.45
1004,140.0,2005,2,203887.62
1005,92.0,1977,1,120471.55
1006,154.0,1970,2,179878.64
1007,101.0,1970,1,122697.26
1008,159.0,2004,2,211378.1
1009,141.0,1926,0,123682.6
1010,118.0,1948,1,122393.695
1011,155.0,1965,0,130888.555
1012,140.0,1923,1,146147.3
1013,95.0,1910,1,95783.945
1014,101.0,1948,1,123578.77
1015,155.0,2001,2,211378.1
1016,140.0,1996,2,199228.22
1017,126.0,1984,2,162122.08
1018,137.0,1991,2,187760.25
1019,140.0,2005,2,203887.62
1020,105.0,2005,2,155640.16
1021,113.0,2006,2,182501.9
1022,116.0,1930,1,118584.93
1023,140.0,2005,2,203887.62
1024,269.0,1976,2,293368.7
1025,82.0,1972,2,126114.24
1026,117.0,1960,2,152604.14
1027,153.0,2007,3,275644.6
1028,128.0,1941,1,125119.3
1029,113.0,1972,1,126297.56
1030,179.0,1916,0,139531.69
1031,286.0,1920,2,235966.52
1032,234.0,1993,3,274575.6
1033,154.0,2002,3,246626.31
1034,89.0,1938,1,111984.43
1035,79.0,1957,1,120039.26
1036,151.0,2007,3,271214.44
1037,210.0,2001,2,259811.56
1038,125.0,1970,0,102441.02
1039,59.0,1970,1,94557.516
1040,168.0,1957,2,186595.88
1041,152.0,1966,2,181108.23
1042,121.0,2005,2,182280.83
1043,216.0,1990,2,252258.56
1044,234.0,1981,2,257770.45
1045,161.0,1955,2,174367.0
1046,266.0,2005,3,442518.0
1047,92.0,1994,2,151202.83
1048,165.0,1960,2,183818.58
1049,86.0,1946,1,104789.25
1050,121.0,2007,2,200364.12
1051,122.0,2007,2,200364.12
1052,184.0,1964,2,183317.86
1053,142.0,1957,1,149064.72
1054,185.0,2002,2,246976.78
1055,141.0,1976,2,179067.62
1056,127.0,2005,2,182280.83
1057,172.0,1994,2,220482.84
1058,203.0,2008,3,441808.62
1059,185.0,1932,2,182704.48
1060,124.0,2001,2,187474.45
1061,83.0,1935,3,133765.94
1062,217.0,1900,2,137755.44
1063,102.0,1925,2,127050.46
1064,107.0,1966,2,149915.75
1065,210.0,1996,2,268843.44
1066,146.0,1993,2,201140.34
1067,150.0,1964,2,178299.53
1068,234.0,1973,2,214582.89
1069,83.0,1949,2,112852.555
1070,97.0,1956,1,129908.61
1071,145.0,1968,2,178455.81
1072,135.0,1948,1,140366.64
1073,132.0,1977,2,166433.69
1074,115.0,2006,3,184013.11
1075,162.0,1940,1,167084.03
1076,136.0,1936,2,155953.5
1077,102.0,1969,1,137038.7
1078,79.0,2004,2,146823.95
1079,92.0,1994,1,128307.31
1080,117.0,1971,2,149951.72
1081,97.0,1963,1,131538.47
1082,136.0,2002,2,192132.47
1083,116.0,1964,1,137826.55
1084,139.0,1995,2,197449.48
1085,93.0,1992,2,151202.83
1086,101.0,1973,1,122697.26
1087,181.0,2005,3,283068.16
1088,159.0,2004,2,211378.1
1089,116.0,2005,2,177016.28
1090,97.0,1950,2,120047.72
1091,116.0,1999,2,168109.08
1092,157.0,1925,2,163792.5
1093,111.0,1965,2,149915.75
1094,87.0,1956,1,120039.26
1095,122.0,2006,2,189608.06
1096,126.0,1914,0,102261.266
1097,101.0,1986,2,157077.56
1098,123.0,1936,1,123428.18
1099,149.0,1978,2,179357.69
1100,41.0,1920,1,85268.36
1101,88.0,1971,1,110927.984
1102,105.0,1960,1,137038.7
1103,111.0,1959,2,147030.75
1104,121.0,1970,2,149951.72
1105,244.0,1994,2,297780.75
1106,134.0,1990,2,187760.25
1107,188.0,2006,2,266794.66
1108,157.0,2000,2,211378.1
1109,171.0,2004,3,290815.28
1110,154.0,1995,2,206996.28
1111,182.0,1976,2,190016.39
1112,76.0,1957,1,120039.26
1113,94.0,1953,1,126678.766
1114,77.0,1954,1,120039.26
1115,161.0,2007,3,308902.16
1116,132.0,2002,2,192132.47
1117,83.0,1967,2,132901.02
1118,149.0,1958,1,149064.72
1119,97.0,1959,1,131538.47
1120,94.0,1920,1,104484.14
1121,144.0,2005,3,231271.45
1122,89.0,1956,1,120039.26
1123,65.0,1947,0,93490.12
1124,138.0,1992,2,187760.25
1125,93.0,1955,2,128277.484
1126,144.0,2007,3,238989.06
1127,142.0,2004,3,229205.53
1128,182.0,2004,2,218481.44
1129,87.0,1980,2,138786.34
1130,184.0,1928,2,167096.61
1131,90.0,1991,0,130169.81
1132,205.0,1880,1,135636.05
1133,188.0,1995,2,239344.06
1134,149.0,1997,2,205522.14
1135,92.0,1926,1,109608.805
1136,116.0,1950,1,122393.695
1137,95.0,1875,0,79448.61
1138,146.0,1977,2,179357.69
1139,108.0,1920,2,123799.82
1140,88.0,1951,2,121637.97
1141,174.0,1976,2,190016.39
1142,263.0,2006,3,442518.0
1143,93.0,1959,0,109597.69
1144,86.0,1941,1,104789.25
1145,146.0,1928,1,146147.3
1146,121.0,1985,2,162122.08
1147,145.0,1941,1,146147.3
1148,103.0,1926,1,115468.586
1149,138.0,1920,2,152702.86
1150,87.0,1950,1,118449.01
1151,136.0,1959,2,165375.53
1152,168.0,1956,2,186595.88
1153,76.0,1930,1,104789.25
1154,169.0,1965,2,189404.58
1155,134.0,1976,2,166143.62
1156,118.0,1965,2,152604.14
1157,122.0,2007,2,200364.12
1158,147.0,2007,3,249255.1
1159,174.0,1974,2,190016.39
1160,135.0,1978,2,166433.69
1161,152.0,1954,2,175596.6
1162,83.0,1968,2,132901.02
1163,117.0,1969,2,149951.72
1164,133.0,1978,2,166433.69
1165,140.0,2009,2,224000.83
1166,157.0,2008,3,324243.8
1167,155.0,2000,2,211378.1
1168,196.0,1935,2,201666.19
1169,337.0,1995,3,598532.1
1170,104.0,1977,1,133941.23
1171,117.0,1958,2,152604.14
1172,116.0,2006,2,184343.52
1173,287.0,1946,0,300290.5
1174,218.0,1932,2,188426.98
1175,267.0,1992,2,326894.66
1176,86.0,1984,1,120362.25
1177,114.0,1926,1,115468.586
1178,125.0,1921,1,121659.734
1179,104.0,1954,0,106824.36
1180,234.0,1990,2,268334.38
1181,153.0,2008,2,295881.75
1182,416.0,1996,3,621230.2
1183,105.0,1920,2,123799.82
1184,146.0,1963,3,173501.55
1185,113.0,1924,1,115468.586
1186,158.0,1900,2,141829.8
1187,151.0,1994,3,238259.56
1188,154.0,2002,2,211378.1
1189,168.0,1999,2,220482.84
1190,151.0,1961,4,165507.17
1191,134.0,1999,2,189538.98
1192,137.0,1925,1,143022.45
1193,114.0,1999,2,168073.11
1194,126.0,1969,1,139517.67
1195,135.0,2005,2,194198.39
1196,173.0,2006,3,301127.0
1197,157.0,1916,1,140032.3
1198,113.0,2001,2,174386.83
1199,128.0,1963,2,154295.27
1200,80.0,1970,1,110927.984
1201,165.0,1998,2,217446.34
1202,125.0,1925,1,121052.555
1203,151.0,2000,2,205522.14
1204,100.0,1975,2,152356.48
1205,204.0,1990,3,266065.9
1206,98.0,1966,1,133438.39
1207,158.0,2003,2,211378.1
1208,119.0,1962,2,152604.14
1209,154.0,2006,2,236745.9
1210,171.0,1992,2,220482.84
1211,163.0,1988,2,207652.69
1212,62.0,1941,1,92768.65
1213,89.0,1965,1,121669.125
1214,93.0,1962,1,128308.63
1215,83.0,1966,1,121669.125
1216,177.0,1978,2,192177.44
1217,122.0,2009,2,198624.75
1218,85.0,1947,0,92542.88
1219,113.0,1971,0,101653.19
1220,85.0,1964,1,121669.125
1221,113.0,1968,1,137038.7
1222,171.0,1949,1,169983.8
1223,198.0,1951,2,188186.1
1224,138.0,2004,2,192132.47
1225,106.0,1958,1,135408.84
1226,180.0,2007,3,330981.97
1227,85.0,1965,2,135842.48
1228,158.0,2008,3,341234.25
1229,140.0,1960,1,150694.58
1230,243.0,1977,2,209441.4
1231,111.0,1962,2,147030.75
1232,114.0,1962,2,143381.92
1233,110.0,1959,2,147030.75
1234,182.0,1911,0,135191.25
1235,166.0,1914,1,142192.08
1236,151.0,2003,2,208115.62
1237,181.0,2004,2,220482.84
1238,106.0,2005,2,155640.16
1239,138.0,2006,2,215791.8
1240,164.0,2003,2,217446.34
1241,157.0,2007,3,291911.72
1242,109.0,1974,2,155956.8
1243,193.0,2006,3,331803.1
1244,141.0,1929,2,165022.1
1245,174.0,1984,2,215071.0
1246,144.0,2005,2,210181.55
1247,96.0,1976,3,161909.1
1248,191.0,1917,2,161847.39
1249,92.0,1950,1,118449.01
1250,196.0,1968,2,214588.0
1251,131.0,2003,2,180214.9
1252,81.0,1968,1,121669.125
1253,201.0,1974,2,229630.2
1254,154.0,2003,2,211378.1
1255,127.0,1931,1,125119.3
1256,185.0,1994,2,246976.78
1257,80.0,1922,0,85025.97
1258,108.0,2005,2,164905.61
1259,98.0,1969,2,144381.92
1260,156.0,1999,2,211378.1
1261,98.0,1956,1,131808.53
1262,166.0,1957,1,168810.66
1263,169.0,1919,2,169665.22
1264,124.0,1998,2,174133.38
1265,135.0,1999,2,189538.98
1266,175.0,1910,1,140363.84
1267,187.0,2008,3,383660.22
1268,320.0,1935,3,371086.88
1269,142.0,1958,1,149064.72
1270,142.0,1979,2,179357.69
1271,138.0,1968,2,165531.81
1272,87.0,1965,1,121669.125
1273,126.0,1959,1,139517.67
1274,116.0,1910,2,126143.67
1275,178.0,1948,2,171853.42
1276,130.0,1972,2,155584.06
1277,160.0,1967,2,179878.64
1278,189.0,2002,2,239344.06
1279,105.0,1920,2,123799.82
1280,146.0,2002,2,208115.62
1281,124.0,1990,2,172354.64
1282,97.0,1977,2,146771.81
1283,169.0,1971,0,165274.36
1284,227.0,1919,1,182961.56
1285,131.0,1939,1,125119.3
1286,123.0,1963,2,152604.14
1287,147.0,1964,2,178299.53
1288,154.0,2000,2,211378.1
1289,183.0,2006,3,276373.8
1290,107.0,1964,2,149915.75
1291,121.0,1972,1,127085.41
1292,220.0,1892,1,132690.52
1293,155.0,1976,2,180490.45
1294,80.0,1955,2,114851.18
1295,98.0,1968,1,133438.39
1296,105.0,1963,2,147030.75
1297,100.0,2005,2,155640.16
1298,524.0,2008,2,187272.19
1299,116.0,1959,1,137826.55
1300,184.0,1999,2,232865.28
1301,139.0,1942,1,146147.3
1302,235.0,1994,3,288827.28
1303,150.0,2005,3,231271.45
1304,159.0,2004,2,211378.1
1305,153.0,2006,2,236745.9
1306,127.0,2005,2,182280.83
1307,92.0,1994,2,151202.83
1308,104.0,1948,2,129426.08
1309,120.0,1991,2,172354.64
1310,177.0,1959,2,186595.88
1311,118.0,2005,2,181977.53
1312,261.0,1990,2,300784.5
1313,241.0,1999,3,305827.8
1314,88.0,1954,1,120039.26
1315,196.0,1969,2,214588.0
1316,151.0,2008,3,286175.06
1317,126.0,2006,2,196476.2
1318,166.0,2001,3,279869.94
1319,88.0,1954,1,120039.26
1320,137.0,1957,2,165375.53
1321,67.0,1949,1,94885.06
1322,179.0,1992,2,220482.84
1323,66.0,1940,0,75991.375
1324,167.0,2006,3,266237.1
1325,74.0,1922,0,85025.97
1326,72.0,1931,0,90150.63
1327,76.0,1982,1,119125.59
1328,259.0,1920,2,235966.52
1329,152.0,1998,2,205522.14
1330,148.0,2006,3,234526.92
1331,89.0,1976,2,137942.31
1332,76.0,1938,1,104789.25
1333,126.0,1938,1,125119.3
1334,127.0,1970,2,151642.84
1335,124.0,1977,2,156485.94
1336,154.0,1973,2,179878.64
1337,64.0,1941,0,75991.375
1338,173.0,2002,2,220482.84
1339,80.0,1972,1,110927.984
1340,81.0,1971,4,150081.0
1341,103.0,2003,2,155640.16
1342,202.0,2002,2,258440.19
1343,178.0,1928,2,169665.22
1344,135.0,2006,2,206874.86
1345,89.0,1920,1,104484.14
1346,200.0,1968,2,229630.2
1347,165.0,2006,3,286550.53
1348,139.0,1998,2,199228.22
1349,219.0,1872,0,139835.6
1350,245.0,1969,4,276431.6
1351,159.0,1962,2,177069.94
1352,109.0,1937,2,129426.08
1353,301.0,1995,3,446607.28
1354,173.0,2000,3,262578.12
1355,178.0,1968,2,189404.58
1356,83.0,1966,1,121669.125
1357,100.0,1971,2,146315.44
1358,146.0,2000,2,205522.14
1359,184.0,2004,3,288611.44
1360,242.0,1921,2,191408.4
1361,142.0,2005,2,210181.55
1362,161.0,1920,1,148867.56
1363,131.0,2006,2,184687.02
1364,111.0,2005,2,164905.61
1365,156.0,2000,2,211378.1
1366,166.0,1999,2,217446.34
1367,137.0,1977,1,149540.19
1368,79.0,2003,2,146823.95
1369,155.0,2003,2,211378.1
1370,128.0,1920,1,125726.48
1371,154.0,1955,1,149082.05
1372,195.0,1998,2,254409.28
1373,245.0,2001,3,369650.06
1374,182.0,2005,3,271166.72
1375,146.0,2007,3,238989.06
1376,73.0,1930,1,100177.51
1377,149.0,1941,2,165022.1
1378,92.0,1973,1,110927.984
1379,130.0,2006,2,184687.02
1380,80.0,1914,1,88588.766
1381,197.0,1970,2,214588.0
1382,164.0,1920,2,163637.28
1383,132.0,1918,2,152702.86
1384,117.0,1939,1,118584.93
1385,107.0,1922,1,110343.92
1386,259.0,1978,2,272669.38
1387,235.0,1916,1,149134.28
1388,162.0,2006,3,286550.53
1389,113.0,1941,2,125777.26
1390,142.0,2000,2,205522.14
1391,147.0,1967,3,156003.67
1392,84.0,1967,1,121669.125
1393,178.0,1905,2,153446.14
1394,139.0,2006,3,228233.0
1395,231.0,2005,3,335010.53
1396,157.0,1948,2,161136.69
1397,141.0,1920,1,141887.88
1398,177.0,1950,1,169983.8
1399,149.0,1925,1,146147.3
1400,108.0,1929,1,117844.21
1401,148.0,2004,2,208115.62
1402,120.0,2006,2,189608.06
1403,136.0,2007,3,238989.06
1404,113.0,1915,3,115287.38
1405,153.0,2004,2,211378.1
1406,71.0,1972,2,121502.51
1407,77.0,1985,0,122224.75
1408,127.0,1910,2,130210.414
1409,194.0,1986,2,225181.94
1410,171.0,2001,2,220482.84
1411,155.0,1950,1,146211.75
1412,97.0,1949,2,120047.72
1413,171.0,2005,2,231956.44
1414,172.0,1923,2,169665.22
1415,146.0,2007,3,238989.06
1416,213.0,1885,2,137755.44
1417,228.0,1998,3,305827.8
1418,106.0,1963,1,137038.7
1419,171.0,1969,2,189404.58
1420,132.0,1968,2,165531.81
1421,99.0,1977,2,146771.81
1422,79.0,2003,2,146823.95
1423,204.0,1966,2,229630.2
1424,125.0,1958,1,136196.69
1425,116.0,1959,2,152604.14
1426,198.0,1994,2,268545.75
1427,145.0,1945,1,143491.48
1428,75.0,1940,1,100177.51
1429,134.0,1981,2,182124.11
1430,171.0,2005,2,231956.44
1431,89.0,1976,2,137942.31
1432,90.0,1927,1,109608.805
1433,166.0,2000,2,217446.34
1434,105.0,1977,2,156246.86
1435,143.0,1962,2,178299.53
1436,80.0,1971,2,126114.24
1437,179.0,2008,3,370700.9
1438,115.0,1957,2,143381.92
1439,160.0,1979,2,182651.5
1440,237.0,1922,2,191408.4
1441,79.0,2004,2,146823.95
1442,186.0,2008,3,359958.47
1443,88.0,1916,1,110974.97
1444,132.0,2004,2,192132.47
1445,85.0,1966,1,121669.125
1446,110.0,1962,1,137038.7
1447,194.0,1995,2,239344.06
1448,125.0,1910,1,118477.32
1449,59.0,1970,0,88814.4
1450,166.0,1974,0,168109.23
1451,147.0,2008,3,264215.72
1452,100.0,2005,2,155640.16
1453,106.0,2006,0,131776.84
1454,113.0,2004,2,174386.83
1455,153.0,1999,2,211378.1
1456,193.0,1978,2,212293.06
1457,217.0,1941,1,208206.1
1458,100.0,1950,1,123578.77
1459,117.0,1965,1,137826.55
